430462,400974,426359
431231,400513,426872
431538,400308,427231
430974,400513,426923
43000,400205,426103
43000,400154,426205
430564,400718,426564
429795,40041,425538
428718,399231,424513
428821,399385,424667
429538,400718,425026
430256,400923,425231
43041,400256,426103
430256,400359,426564
430359,400769,425692
429949,400513,425077
428821,399692,424974
428615,399179,424256
429179,399128,423231
428923,399128,423077
428667,398974,423077
429385,399487,422923
429795,400154,42359
429282,399641,424103
428974,399282,423538
42959,400154,423282
430308,400769,42359
430154,400308,423641
42959,40000,423179
430051,400769,423282
431846,40200,424051
43359,402923,424513
435179,404462,425077
437538,407282,426308
440154,409026,426718
441231,409436,426256
441692,410667,426103
443026,412308,426821
444718,412462,427744
445436,41241,428051
445846,413897,428205
447231,415487,429179
44800,415692,429744
447487,415282,429179
447744,415538,429436
448462,41559,429846
448359,415077,429436
448769,415333,429897
449077,415385,430974
448154,414051,430974
448256,413231,430821
448769,413333,431128
448154,412974,430872
447795,411795,430615
44759,410615,43041
447128,41041,430359
44841,410974,430821
449385,410359,431436
447949,408564,431077
446359,407282,430051
446103,406308,429795
445744,405077,429949
445077,404513,428974
444872,404256,427538
445487,403949,428103
446513,404154,429846
446821,404462,430513
446103,404103,43000
445282,403231,429538
444513,401795,429282
443846,400564,428769
443231,399846,428154
442718,399026,428103
442667,398769,428513
442769,398821,428462
441949,398308,428051
441282,398205,427897
441128,397744,427949
440359,396462,427897
43959,396513,427436
439333,397385,426718
438872,396872,426154
437949,395333,42641
437179,394462,426205
436615,394051,425179
436256,393487,425026
436308,393487,426103
436667,394154,426308
436154,393487,425026
434821,391949,424462
434769,392205,424974
435487,392923,425077
435026,392564,424718
434872,392615,425282
435744,393077,426103
435487,393077,425846
434359,392718,425846
434513,392615,426205
434872,392615,425641
434051,392154,425385
433128,391487,425538
432769,391179,424821
432256,391026,424308
43159,390769,424615
431282,390615,424718
431231,390821,424923
431385,390821,425179
431641,390564,424923
431795,391282,424821
431846,391795,425026
431692,390872,425333
431795,391333,425333
432103,393436,425077
431744,393846,424872
430821,393333,424923
430974,394308,425128
431333,395026,424974
430103,393795,424359
428718,392615,424103
428872,392923,424564
429846,393897,424564
429795,394051,423744
428974,393692,423641
429487,394051,424462
430769,394718,424974
430308,394205,424615
429231,393333,423949
429231,393385,423949
429231,393487,424308
429179,393333,424359
429026,393128,423692
428564,393026,423231
428974,393949,423846
430154,394667,424872
429846,393538,425026
428462,392256,423846
42800,392718,423077
428359,393487,423538
42841,393744,424564
428718,393949,425026
429128,394359,424821
428718,394615,424769
42841,394513,424769
429128,394667,424718
428974,394718,424923
427846,394154,424667
427538,393795,423744
427949,393795,423795
428051,393949,424769
42800,394103,424821
42841,394205,424615
428615,393692,424974
427846,393282,424923
427282,393385,424462
427795,393333,424564
428051,393538,424821
427692,39400,424769
428359,394462,424872
429231,395128,42559
429026,395436,425744
428564,394513,424923
42841,393744,424564
428256,393744,424923
428462,394462,425333
429744,395692,425897
431231,396205,426256
432462,396615,426872
433846,39759,42800
43441,39759,428308
434154,397077,427897
434462,39800,427897
435538,398462,427949
435846,397795,427846
435641,398359,428051
436513,399487,429026
437231,399333,429795
436769,398718,429026
436205,398667,428103
435692,397897,427692
435179,397026,426564
435692,397949,426615
436513,398821,427897
436256,398308,427333
435846,397897,426821
436308,398103,427692
436667,398154,427436
435538,397641,426103
433897,396667,425179
433744,396256,424923
43441,396923,425744
434513,397641,426462
435026,39800,42641
435436,398256,426615
434718,397538,426667
434308,396974,426308
434718,397385,42641
434667,397282,426513
434359,397179,426513
434308,397385,426564
43441,397282,426513
43441,397333,42641
434154,397744,426462
433538,397231,426359
432974,39641,426103
433077,396769,426051
433795,397538,426462
434205,397641,427026
43359,396821,426821
432513,395949,426103
432154,396256,42600
432615,397282,426513
432974,397487,426821
432513,396718,426462
432564,397026,426462
433897,398513,427231
434872,399026,428256
43441,398308,428154
433795,397897,427128
433795,39800,426564
433282,397538,426462
432667,39759,426308
433231,399026,426256
433846,399538,42641
433385,398462,426513
432974,39800,42641
433231,398974,426513
433282,399436,426615
433077,398615,426359
433282,397641,426051
433744,398308,426615
43441,400051,427692
435641,400769,428154
436513,400667,428256
43600,400872,427949
435128,400769,427436
435231,400359,427436
43600,400154,427897
436103,400359,42800
435231,40041,42759
434974,400359,427385
435949,400667,427846
436718,401282,428462
435949,400923,428256
434667,399538,427795
434308,399179,42759
434103,399744,427026
433692,399333,426462
433641,398513,426359
433487,398615,426359
433026,399179,426359
432718,398872,42641
432872,398205,426462
432923,398462,426462
432974,398667,426718
432974,398308,426718
432872,398359,42641
433179,398974,426564
433897,399282,426872
433641,398872,426615
432615,398513,426256
432513,398769,426308
433128,399077,426462
432872,398923,426462
432154,39841,426359
431897,398359,426256
432359,398769,42641
432513,398513,426615
432205,397846,426872
432154,398051,427026
432103,398769,426667
431949,398821,426256
431692,398308,426154
431436,398359,426103
431282,398308,426308
431692,397846,42641
43200,398051,425641
431538,398462,424615
431692,398103,424821
43241,397949,425744
432103,397846,425487
430974,39759,424923
430667,398154,424205
430513,398308,42359
430154,397231,424154
430769,396923,424872
43159,397795,425436
431487,398103,426051
430974,397897,425795
430718,398154,425333
430923,398462,426051
431128,397795,426462
431231,397282,425846
431179,397641,425333
430821,397949,424923
430769,397897,424821
431077,397692,425026
430667,397487,424667
430359,398103,424667
431179,398923,425436
431231,398308,426154
430564,397538,426359
430872,398103,426205
431538,398769,426256
431385,398769,426513
430462,398462,425846
429846,397949,425128
429436,397282,424769
428769,397077,423897
428667,396923,423487
429385,396821,42441
42959,397333,425128
429128,39759,424769
429231,397333,424564
430154,397692,425128
430615,398359,425692
430359,398308,425949
430564,398564,426051
430718,398615,425692
429949,397949,424923
42959,397795,424769
43000,397949,425026
429487,39759,424718
429128,397385,424667
42959,397744,425128
429846,398205,424974
429897,398974,424667
42959,398923,425026
429538,398564,425282
430051,399077,425179
429949,399026,42559
429487,398564,426205
429795,398872,426154
430103,398974,425487
429795,398462,425179
430256,398821,425897
430923,39959,426615
43041,399487,426513
429333,398615,42600
428974,397692,425897
429744,398359,426256
430718,400308,426923
430256,400308,426821
429077,398667,42600
429128,398564,425897
429846,399385,426513
429282,398974,426103
428359,398308,425231
428564,398615,425641
428821,398872,426103
428615,399128,425026
428872,399795,424872
429692,400154,426154
430154,400359,426513
430154,400359,42641
429949,399795,426462
429179,399333,425436
428615,399436,424615
428513,399487,425385
428513,399385,426308
428821,399897,426205
429333,400051,426308
429128,399641,426308
428308,399538,42559
427436,399487,42441
427077,399077,423641
427692,398872,42400
429128,399692,425436
430103,400513,426667
429795,400359,426256
429026,399641,425231
428564,399179,424667
428359,398923,424051
428103,398769,423282
427949,399128,423282
428051,399179,424103
428615,399179,424769
429077,400051,424872
428821,400667,424513
42841,400103,424615
427897,399538,424615
42641,398564,423538
425641,39759,422564
427026,398513,423487
428154,399897,425026
42800,399846,425231
42800,399795,424872
428256,400205,424718
428205,400308,424615
427949,400154,42441
42759,399846,424513
427744,399846,424769
428154,400359,424872
427436,399744,424769
426923,398923,424564
427846,400103,424718
428308,401077,424769
427538,400205,424154
427487,399795,423846
427641,400256,423692
426821,400256,423282
427128,400564,423641
428667,401538,424872
429282,401692,425179
428103,400769,424923
426923,399795,424513
426974,399692,423846
427436,40041,423692
427795,401436,424308
428308,40200,425179
428564,401436,425692
428205,401026,425282
428359,401744,425231
429282,402718,425897
428769,40241,426103
42759,401436,425846
427795,401436,426205
429128,402256,426667
429128,402615,426667
428564,402103,426462
428821,401795,42641
428821,40200,426513
428718,402051,426462
428821,401692,426359
428564,401487,426462
427641,401333,426256
427128,401026,425436
427077,401231,424821
426923,401333,424923
426769,401179,424821
427179,401795,424974
428103,402667,425897
42841,402564,426615
428051,402256,426256
427744,402308,42559
427795,402359,425641
428103,402359,426256
428462,402359,427026
428103,401949,426974
427487,401179,426462
427179,400769,426256
426821,400923,425949
426513,401077,42559
427077,401744,425897
428256,402974,426513
428769,403436,42641
428308,402872,426256
428051,402615,426462
428256,402564,426359
428462,402564,426359
42841,402769,426462
428103,402359,426205
428308,40241,426615
428974,403436,427333
429128,403436,427282
429231,402821,427436
429385,403077,427846
428872,403026,427333
428205,402256,426154
428256,402256,425436
428667,402769,42559
428769,402769,425949
428513,402564,425949
428615,402718,426103
429026,403077,425846
428564,402821,424718
427897,402462,424103
428359,402667,424769
428821,402615,424974
428308,402205,424615
428359,40241,424718
428974,402667,424872
428769,402308,424821
428769,402462,425231
429436,402564,425641
428667,401282,425026
427795,400923,424513
429179,402769,424923
430513,40359,425077
430872,402821,425333
43241,403692,426103
433538,405179,426564
433026,404718,426462
432872,404256,42641
433282,404667,426513
432667,404359,42641
431744,403641,426051
431744,403949,425897
432256,404462,426256
432462,404205,426564
432308,403897,426308
431897,403538,425846
431692,403231,425949
432462,404103,426513
433026,404769,426564
432667,404513,426308
432615,404359,426718
432923,404256,426923
432667,40400,426923
432667,404769,427077
433128,405128,426923
432872,404462,42641
432513,404513,426359
432923,404974,426564
433179,405128,426308
433179,405333,426359
433128,405179,426769
432615,404769,426564
432615,404974,426615
433179,405436,427179
432974,405744,427128
432769,406154,426974
433744,40641,427846
433949,405949,428359
433026,405128,427538
432821,405077,42759
433333,40559,427744
433077,405333,426564
432872,405179,426564
43359,405846,427949
433744,405538,428103
433282,404615,427436
433128,404872,427641
432821,405231,427897
43241,404513,427436
432205,404154,427179
432103,404359,427385
432462,40441,427897
432615,40441,428256
431949,40400,427692
431692,40359,42641
432154,404103,426359
432103,405026,427333
43200,405077,427128
432615,404821,426462
432974,405026,426769
432923,404974,427077
432821,404667,426769
43241,404667,42641
431436,404205,426462
430872,403538,426154
430974,403641,425282
430821,403897,425179
430769,403897,426205
431436,404205,426513
43200,404615,426564
431795,404974,427282
431846,405179,427179
432103,405026,426308
431846,404718,426205
43159,404308,426462
431538,404103,426359
431282,40441,42641
431436,404821,426564
432256,404769,426615
43241,404821,426667
432256,405282,426718
432615,405179,426667
432769,404359,426667
433179,404718,427538
434051,405897,428256
43359,405385,427333
431744,403949,426103
431179,404103,426051
432359,405436,426564
432872,405846,427231
432769,405385,428051
433179,405436,428359
432769,405128,427692
431692,403949,426667
430974,402974,426205
430564,403077,426205
430923,403744,426769
432205,403897,427641
43241,403795,427641
431436,40400,426615
431282,404154,425487
431385,403744,424667
430718,40359,424359
43041,403744,424513
430923,403641,424769
43159,403744,42559
432308,404103,426564
432769,404359,426564
432821,404872,426359
432974,405333,42641
432615,404923,426513
431846,404051,426359
431949,403949,426154
431949,404154,426103
431538,404154,426308
431538,404154,426256
431487,403795,426103
431487,403846,426154
432359,405077,426513
432821,40559,426718
432154,40441,426462
431795,404051,42641
43200,404205,426718
431538,403333,426667
430872,402718,426205
431026,403231,42641
431385,403538,426615
431231,403128,426051
431385,403385,425949
432051,404513,42641
432256,404923,426462
43200,404256,426256
431795,403897,42641
432154,404359,427026
432615,404462,427231
432615,404564,427077
432154,404923,426923
431538,404256,426615
431436,403538,42641
431744,403795,426769
43159,403487,426718
431128,402769,42600
431641,403538,426769
432462,40441,428051
432256,403795,427795
431282,402718,426667
430923,402615,426359
431692,403282,426872
431436,403026,426769
430154,402154,426154
430462,402667,426256
431744,404103,426923
431846,404564,426821
43159,404256,42641
43200,404256,426667
431846,404205,426821
431744,404051,427231
43241,404359,427795
43241,40441,427128
431744,40400,426205
432154,404308,427077
433231,404821,428359
432667,404359,427641
431538,403846,426667
431795,40400,427026
43200,403846,427179
431282,403333,42641
430974,403128,426256
431692,403538,427231
432154,403949,427897
432051,403897,427795
432051,403692,427692
432051,40359,42759
432256,403744,427128
432154,404051,426615
431846,403949,426615
431795,403692,426667
431641,403231,426564
431538,403026,426513
43159,402974,426462
431385,402667,426359
431077,402667,426359
431436,403179,426462
431795,403333,426462
431282,402564,426051
431077,402103,426051
431128,401949,426462
431026,40200,426462
431026,402359,426154
431026,402308,426256
431282,402462,426513
431846,403179,426513
432205,403487,426513
431949,402923,426359
431846,403077,426359
43200,403385,426513
431744,402872,426615
431282,402718,426513
431231,402923,426359
431538,402821,426974
43159,402615,427487
430872,402205,426821
430154,401897,426205
430615,402462,426513
431077,402718,426718
430564,402154,426462
430718,402103,426462
431333,402513,426923
431282,40241,427333
431333,402256,427487
431949,402718,427795
432205,403179,428256
43200,402872,427949
431692,402667,427077
431436,402872,426615
43159,402821,426462
431641,402308,426051
431179,401897,425744
431026,401846,426103
43200,402615,426564
433436,40400,427179
434308,405282,427846
434462,405846,42800
434769,406308,427949
435385,407026,428205
43559,407385,428308
436308,40759,428462
437282,408205,428923
436923,408308,429026
43600,407333,428615
436051,407077,429026
435897,40759,429487
434923,407333,428667
434103,406308,427795
433436,405641,428103
433179,40600,428205
433436,406051,427897
432769,40441,428051
431538,403077,427744
431846,403846,42759
432615,405641,42800
432821,406821,428051
434205,407436,42841
435282,407641,429282
434205,407128,429385
432974,405949,428462
432103,404615,427179
430923,404103,426256
429538,403897,426051
428615,403385,426256
428615,403282,42641
429179,403692,426513
429436,403538,426667
429026,402769,426513
428103,402821,426462
426667,402872,426256
425744,401128,42600
426154,399949,42600
427282,401436,426256
427641,403026,426154
427282,403333,425487
427692,403333,425026
427692,402872,424923
426462,40241,424872
426154,402564,424872
426974,402513,424974
426769,402513,425487
426462,403026,426205
427179,402821,426667
427026,402154,426462
426154,402103,426154
426205,401846,42641
426308,401026,42641
425436,400462,425641
424667,400205,424718
424923,400564,424513
425333,40159,425282
425385,401846,425897
425692,401077,426103
425949,401179,426103
425795,402051,42559
425641,402154,425436
42600,401282,425538
426513,401077,42559
426308,401795,425846
425538,401692,425795
425436,400718,424974
425846,400513,424667
425333,400769,425026
425026,400667,424923
425385,400359,424769
425026,400564,424872
425333,401231,425436
426769,401949,426308
426769,402051,426615
425897,401744,426154
426103,401231,425282
42600,400718,424667
425333,400821,424769
42559,401128,425026
425538,400872,424769
424923,40041,424564
425231,400359,424462
425744,400769,424513
722205,379795,10400
425385,400513,424615
425436,400308,424615
426308,400974,425128
427231,402051,425795
427231,402154,426051
427436,40200,42600
428154,402205,426256
427692,401846,426615
426821,401282,425897
426615,401231,425077
42641,401641,425487
426667,402103,426103
427231,402513,426256
427385,40200,426256
427179,401231,425641
426821,400923,424667
426667,400718,424462
427231,400923,424769
427641,400923,424308
426615,400051,423385
42559,399897,423077
426256,400462,423128
427077,400462,423077
427333,40041,422974
427641,400718,423436
428051,401026,424154
427897,400821,424308
427487,399538,423897
427026,398718,423897
425897,400051,42359
424821,401385,422256
424205,400308,421538
424359,399282,421897
424513,399795,421744
424205,399641,421538
424462,399179,422205
425436,399897,423179
426103,400513,423333
42600,40000,423333
425949,40000,423692
425846,400308,423795
425487,399641,423436
425077,398974,423282
424667,398974,423333
424769,399128,422564
424718,399282,42159
424462,399333,422205
424615,399231,423231
425333,399641,423179
426615,400718,423128
426974,400821,423385
426103,400103,423128
42600,400154,423179
426462,40000,423333
425692,399026,423026
425282,398923,422872
425641,399538,422872
425487,400103,422821
425692,400051,423282
425897,399077,423795
425846,399641,423487
425744,401128,422256
425179,401077,421385
425897,401385,422667
427692,402718,42441
427385,402462,423897
425641,401231,422615
425744,400872,422667
426308,401128,423128
425897,40159,423077
425795,401282,423077
425795,400256,422974
425333,400205,422872
425487,400872,422974
426667,401487,423231
427282,401846,423436
427077,402154,423846
427436,402462,42441
427641,402718,424718
427436,402872,424821
427846,402769,424718
428051,402769,424667
427744,403026,424769
427949,402615,424872
427949,401846,424923
427179,40200,424205
426923,402154,423333
427282,401641,42400
427795,402205,425128
428513,403231,425179
428872,403077,424974
428154,402615,424821
427897,402974,424513
429333,403744,424718
429949,403846,425179
428308,402872,424821
427077,401949,423949
427231,401744,423385
427282,402051,423385
427026,402359,423436
426667,402256,422974
42641,402103,422718
427538,402821,423846
428718,403641,425026
428154,403231,424923
427538,402564,424462
42800,402359,424564
428667,402667,424821
428821,403128,425128
428564,403128,425282
428359,402513,424872
428308,402205,424564
428154,40241,424667
428154,402564,425026
428564,402769,425128
428256,402718,424872
428103,402256,424615
428718,402667,424615
428872,403538,424821
428872,403487,424923
429077,402923,424718
428923,402821,424718
429077,402923,424821
430051,402872,424821
430256,402667,425077
429385,402462,425026
428974,402308,423795
42841,401744,423026
42800,401385,423231
428974,402256,423385
429846,403128,423846
429538,402667,42441
428974,401897,42441
429026,402103,424308
429692,402462,424718
430256,402615,424872
429846,402769,424769
429846,402667,425026
430308,40241,425026
430103,402462,424718
430359,402974,425385
431179,403026,426359
431282,402718,426256
430769,402821,425795
430154,402564,425436
430154,401897,424923
430615,402154,424769
430308,40241,425487
430051,402051,426051
430974,402615,426513
431949,40359,426821
431436,403128,426359
43041,402359,426205
430103,402462,426359
430359,402615,425538
430667,402308,425077
43041,40200,425897
43000,402103,426205
430308,402564,426103
430615,402462,426256
430205,401795,425897
430051,401385,425692
431231,401846,426513
431641,402462,426821
430718,402256,426256
429897,401333,426154
429744,400872,42600
429897,400923,425436
429333,400359,424974
429077,400154,425026
429744,401282,425077
429949,401897,424821
429538,401487,424821
429333,401641,425487
429538,401538,425795
429846,401128,42559
429897,401128,425744
429692,401026,425846
429795,401077,425692
430051,401538,42559
429897,40159,425487
429795,401487,425333
429744,40159,425077
429744,401487,425077
43000,401846,425949
430462,402667,426769
430769,402667,426359
43041,402256,425897
429692,401897,425436
429282,40159,424769
428974,401282,424615
428769,401282,424615
429128,40159,424667
429846,40200,425179
430154,402103,425641
430256,402256,42559
430564,402308,425692
430051,401641,425436
429179,400974,424769
428872,400769,424359
428667,400667,423846
428513,400513,423487
428872,400513,424256
42959,400462,424923
43000,400769,42441
430359,401487,424667
430564,401641,425385
429949,400923,424974
42959,400718,42441
430359,401795,425128
431333,402462,426205
431231,401846,426103
430564,401333,425538
430359,401846,425897
430821,402051,426359
430974,401846,426308
430256,40200,426051
429795,402154,425846
430308,402359,426103
430615,402308,426359
43000,401436,426103
42959,400821,42600
429897,401487,426256
430154,402103,426051
430103,401846,425949
429897,401436,425744
430103,401231,425436
430513,401179,425846
430359,401128,426308
430667,401385,426205
43200,402205,426872
432667,402821,42841
431949,401846,42841
431231,400462,427026
431231,400359,425949
430513,400872,425179
429231,400667,424462
429077,400256,424564
430103,400872,425385
430154,401385,425744
430256,401487,426051
430974,401641,426154
430154,401231,425231
429128,400718,424564
429692,400872,424923
430051,401077,425128
429692,400718,424769
429744,40041,425179
429641,400462,425795
429641,400821,425949
430308,401128,426103
430513,401077,42641
43041,401282,426308
430513,401641,42600
43041,401538,426308
43041,401026,426615
430513,400462,426359
430462,400718,426256
430667,40159,426462
430615,40159,426051
429641,400615,425026
428462,400154,424564
428359,400256,424821
428923,400205,424923
429385,400359,424769
429846,400872,425436
430718,40159,42641
431333,40200,426718
430974,401692,426359
430667,401436,426205
431026,401641,426462
430513,401026,425949
429744,400615,425538
430256,401538,426256
430923,401897,426462
430308,401179,425385
429436,401026,424769
429077,401231,424923
428769,400615,424667
428923,400359,42441
429333,401026,424667
429128,400872,424769
429179,400513,424769
429692,401538,425282
429949,402667,426205
429795,402359,426513
429385,401897,425744
429385,402462,424872
42959,402615,424769
429436,402359,425538
430051,402923,426359
431282,403949,426667
431179,403949,42641
430564,403487,426872
431026,403846,42759
43159,404564,427231
431641,404462,427077
431538,404256,427333
431128,404564,426872
430667,40441,426308
430103,403641,426205
429538,403538,425385
429436,403795,424615
429487,403538,425282
429949,403846,426154
430513,404154,426615
429846,403436,426513
429026,402974,426205
429385,402769,426051
42959,402359,426103
429282,402462,426359
429795,403179,426564
430718,403487,426615
430462,40359,426564
429641,403385,426256
429538,403333,425949
430667,404205,426308
430769,404308,426513
429231,403487,425692
428821,403179,425385
429487,403282,42600
429692,403436,426308
429744,403282,426103
430051,402513,425846
430154,402513,425897
430051,403385,426564
430205,403077,426974
430256,40241,426513
430359,403077,426359
430462,403231,426462
430359,402359,426308
430359,402308,42641
43000,402205,425949
429179,401026,424718
429128,400923,424359
429897,401692,424974
429897,401282,424821
429231,400667,424462
430051,401538,424923
431077,402154,425179
430308,401487,424769
429333,400923,424564
429179,400872,424718
429231,400821,424462
429692,401179,424308
430154,401744,424821
430051,401897,425179
430256,401897,425077
430462,401795,424974
430103,401692,425128
430103,401897,425026
430513,402564,424872
430615,402821,425333
430667,40241,425641
431077,402205,425436
431077,402513,425231
430462,402564,425179
430205,402462,424872
430359,402667,424718
430256,402718,425077
43000,401949,424923
430051,401692,424769
430513,402103,425744
430769,402308,426256
430513,402051,425436
430308,40200,425385
430923,402564,426667
431436,402872,426769
430769,40241,42559
429897,401744,424923
429744,401538,425026
430462,401744,425026
431077,402308,425128
430821,402615,425436
430154,402359,425231
429846,402308,424564
429949,402205,424718
430051,401795,424974
430205,401744,424872
43000,401795,424615
429949,401436,425128
430256,401333,425846
430308,401795,425692
430154,402205,425436
430205,402154,42559
430462,401692,425385
430615,401436,424923
430154,401179,424872
429641,400872,424974
429846,400615,424769
429744,400359,424667
429333,400359,424872
42959,401128,424923
430308,401744,424769
431179,401744,425077
431436,402103,425487
431641,403231,42559
432821,404564,425897
434513,405231,426923
435744,406359,427795
437179,408256,427949
438821,409538,428359
440051,409949,429128
441385,411538,429487
442923,413436,429692
444513,414051,430718
445641,414872,431282
44641,415436,431282
446513,414462,431282
446205,413692,430051
446051,414205,429179
445846,414256,430103
44559,413333,430615
446154,413128,43000
447026,413128,430205
447385,412821,430923
447641,412359,431026
447385,411692,430974
44641,411231,430821
446564,411179,430872
447128,410564,431026
44641,409333,430718
445538,408462,430615
445795,407846,430923
445897,40759,431026
445487,407179,431026
445436,40600,431128
445026,404923,430821
444462,405026,430615
444667,405231,430974
444974,404308,431282
444308,403128,431231
443179,402462,430718
44200,40159,429795
440256,400513,428718
438667,399846,427641
437897,399077,427179
437641,39841,427333
437436,39841,427692
437282,398308,427897
436923,398051,427487
436256,398103,426615
435744,397692,426205
43559,397385,426205
435487,39800,426667
43559,398513,427538
435949,398308,428205
435692,397744,427744
434974,397385,426872
434513,397487,42641
434051,397179,426359
433538,396462,426256
433385,396462,426103
433333,396821,426205
432974,396718,426154
433026,396718,426154
433128,396718,426205
432769,396359,425744
432872,396718,42600
433538,397641,42641
432718,397179,425487
431333,396154,424513
43200,396769,425795
433385,398103,427282
433179,397897,426923
432564,397333,426462
432923,397846,426513
433333,398051,426872
433231,397641,427487
432872,397487,427282
432513,397333,42641
432821,397641,426462
433026,397949,426667
432051,396923,42600
431282,396256,425949
431436,396718,42641
430923,39641,42600
429846,395897,425026
42959,395897,424564
429897,396154,424872
43000,396513,425128
430308,396974,424923
431026,397128,425333
431487,397179,426154
431333,397487,426308
431231,397333,426256
431333,396974,426359
431128,396821,42600
430923,397077,425231
430615,397282,424667
430256,397179,425333
43041,397231,426205
430513,397179,425641
429744,39641,424769
428667,395333,424564
428051,395128,424462
427846,395385,42441
428051,395282,424821
428769,395282,425077
429179,395795,424821
428821,396051,424615
428256,395744,424564
427846,395231,424718
428051,395179,424769
428872,39559,424923
428923,395949,425077
427949,395385,425077
427641,394667,424872
428615,394974,425026
429077,395795,425538
429179,396564,425949
430154,397282,42641
430615,397436,426974
430051,397128,426667
429641,396821,426205
429436,397077,426103
428718,396872,425231
428051,39559,424615
428154,39559,425744
428923,39759,426667
429538,398872,426462
429744,399333,42641
429795,400154,426205
430256,400718,42600
430564,400513,426308
43000,399795,425692
429282,399487,425128
429641,400051,425897
430256,400103,426564
430718,400205,426667
431487,401282,427026
43159,401385,426974
430513,400051,426154
429795,399436,425333
429846,399538,424769
430051,399641,424821
429744,399179,424923
429231,398718,424667
428872,398821,424359
428821,398615,424256
429231,398718,424564
429795,399436,424872
43000,399949,425282
430359,400359,425949
430769,400821,426308
43041,400103,425949
429744,399128,425897
430154,400103,426308
431231,401282,426564
431487,401179,426615
430513,400718,42641
429949,400769,426359
43041,400769,426513
430308,400718,42641
429897,400667,42641
429641,400308,426103
429026,400051,425282
428462,400051,425231
429077,399949,426154
429692,40000,426308
429231,400103,42600
428718,399692,426308
428872,399744,426513
429231,400564,426462
429846,401026,426513
430205,400667,426462
430154,400513,426564
43041,401231,426769
430615,401641,426615
43041,401333,42641
430051,400718,426462
429692,400615,426462
429333,400615,426462
429128,399744,426359
428923,399128,426103
428821,400154,426205
429179,400872,426462
429385,399795,426462
429077,399333,426154
429077,400256,426256
429795,400872,427077
43000,400718,427282
429179,400205,426667
428718,400051,426667
429436,400513,426821
430103,400872,426564
430205,400821,427231
430923,401282,428256
431333,401641,428256
430718,401385,428051
430103,401128,427436
430103,401385,426359
429846,400974,426256
429385,400359,427333
429641,400872,427846
430103,401487,426974
429692,40159,426256
429179,401385,426513
428974,400615,426615
428667,400256,426154
428615,400769,426205
428821,400821,426564
428667,400205,426462
428308,399949,426308
42841,400103,426462
428923,400667,426667
429385,401179,426718
429538,400769,426974
429538,400718,42759
430103,401692,427897
430615,402308,427692
430256,401641,427795
430103,400923,427538
429692,400974,426821
428974,401077,426205
428974,401077,426308
429795,40159,427128
429795,402205,427795
429538,402359,427795
429795,401949,427436
429436,401282,426974
428769,400974,42641
429077,401385,426308
429692,401282,426667
429026,400308,426256
428103,399846,425436
42841,400308,425385
428821,400256,42600
428718,399795,426154
428718,400154,425949
429026,400974,42641
428923,400974,426308
428615,400256,425231
428308,400308,424769
427846,400154,424821
427487,399333,424462
428051,399795,424974
428718,401436,426462
428718,401436,426667
428769,400462,426154
429026,400923,426359
428872,401436,426359
428974,400923,426154
429436,401179,426462
42959,402256,427026
429795,402308,427436
430103,40200,427949
42959,401692,428051
428872,401026,427282
428615,400769,427128
429128,400872,427538
429538,400718,42759
429538,400974,427641
429538,40159,427487
429128,400974,426667
428359,400103,426154
